7,P_mo
6,P_mo
7,P_mo
6,P_mo
5,P_mo
6,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
7,P_mo
5,P_gr
5,P_gr
6,P_gr
5,P_gr
4,P_gr
4,P_gr
6,P_gr
5,P_gr
4,P_gr
2,P_gr
4,P_gr
5,P_gr
7,P_gr
5,P_gr
6,P_gr
1,P_gr
3,P_gr
6,P_gs
5,P_gs
6,P_gs
5,P_gs
5,P_gs
5,P_gs
6,P_gs
5,P_gs
6,P_gs
3,P_gs
4,P_gs
4,P_gs
5,P_gs
6,P_gs
7,P_gs
3,P_gs
4,P_gs
6,P_br
3,P_br
4,P_br
4,P_br
5,P_br
6,P_br
3,P_br
1,P_br
1,P_br
4,P_br
7,P_br
3,P_br
6,P_br
4,P_br
7,P_br
6,P_br
5,P_br
6,P_hp
6,P_hp
7,P_hp
7,P_hp
6,P_hp
7,P_hp
5,P_hp
6,P_hp
6,P_hp
6,P_hp
6,P_hp
6,P_hp
6,P_hp
6,P_hp
7,P_hp
5,P_hp
6,P_hp
6,P_hy
6,P_hy
7,P_hy
7,P_hy
6,P_hy
4,P_hy
4,P_hy
6,P_hy
6,P_hy
6,P_hy
6,P_hy
6,P_hy
5,P_hy
7,P_hy
7,P_hy
5,P_hy
6,P_hy
5,P_hr
6,P_hr
7,P_hr
7,P_hr
6,P_hr
5,P_hr
5,P_hr
6,P_hr
5,P_hr
6,P_hr
6,P_hr
5,P_hr
6,P_hr
5,P_hr
7,P_hr
5,P_hr
6,P_hr
