7,G_mo
7,G_mo
7,G_mo
6,G_mo
7,G_mo
6,G_mo
6,G_mo
7,G_mo
7,G_mo
5,G_mo
7,G_mo
7,G_mo
6,G_mo
,G_mo
7,G_mo
7,G_mo
6,G_mo
5,G_gr
7,G_gr
5,G_gr
7,G_gr
6,G_gr
5,G_gr
6,G_gr
4,G_gr
4,G_gr
1,G_gr
1,G_gr
5,G_gr
6,G_gr
,G_gr
7,G_gr
1,G_gr
1,G_gr
5,G_gs
7,G_gs
6,G_gs
7,G_gs
6,G_gs
6,G_gs
7,G_gs
4,G_gs
6,G_gs
5,G_gs
1,G_gs
6,G_gs
4,G_gs
,G_gs
7,G_gs
4,G_gs
4,G_gs
6,G_br
3,G_br
3,G_br
4,G_br
6,G_br
7,G_br
4,G_br
1,G_br
1,G_br
3,G_br
6,G_br
2,G_br
5,G_br
,G_br
7,G_br
4,G_br
3,G_br
6,G_hp
7,G_hp
4,G_hp
7,G_hp
5,G_hp
7,G_hp
5,G_hp
5,G_hp
6,G_hp
6,G_hp
5,G_hp
6,G_hp
6,G_hp
,G_hp
7,G_hp
6,G_hp
5,G_hp
6,G_hy
7,G_hy
3,G_hy
7,G_hy
5,G_hy
5,G_hy
5,G_hy
5,G_hy
5,G_hy
6,G_hy
5,G_hy
6,G_hy
5,G_hy
,G_hy
7,G_hy
6,G_hy
5,G_hy
5,G_hr
7,G_hr
3,G_hr
7,G_hr
5,G_hr
6,G_hr
5,G_hr
5,G_hr
5,G_hr
6,G_hr
5,G_hr
6,G_hr
6,G_hr
,G_hr
7,G_hr
6,G_hr
4,G_hr
